mirna	contrast	model	n_targets_total	n_targets_tested	n_targets_DE	n_targets_up	n_targets_down	fisher_odds_ratio	fisher_p_value	mean_target_logFC	median_target_logFC	inferred_activity	mirna_family	mirna_function	spaceflight_relevance	target_genes	de_target_genes	fisher_fdr
miR397	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	3	3	1	0	1	8.386173184357542	0.1595748841484223	-1.1110361746829684	-1.65385616374537	UP (targets suppressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990	AT2G46570	1.0
miR398	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	3	3	0	0	0	0.0	1.0	0.06657936539468902	-0.111911252166731	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	2	2	0	0	0	0.0	1.0	-1.058574942391811	-1.058574942391811	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	4	4	0	0	0	0.0	1.0	0.013554230572347007	-0.1555863916782065	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	2	2	0	0	0	0.0	1.0	-0.311573705938351	-0.311573705938351	UP (targets suppressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFDmodel_Flight_FLT_vs_GC	cfd_covariate	4	4	0	0	0	0.0	1.0	0.06151637377693012	0.133743968511723	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFD_g_bl	cfd_covariate	8	8	0	0	0	0.0	1.0	0.20785502008564388	0.20601628357513202	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	CFD_g_bl	cfd_covariate	4	4	0	0	0	0.0	1.0	0.18799618047210026	0.074982954639768	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFD_g_bl	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.6137132838822064	-0.60293637242688	UP (targets suppressed)	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFD_g_bl	cfd_covariate	4	4	0	0	0	0.0	1.0	-1.124527493129804	-1.233532530558255	UP (targets suppressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-0.7925722083765585	0.10389264198597681	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600	AT5G65600	1.0
miR166	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-0.7925722083765585	0.10389264198597681	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600	AT5G65600	1.0
miR167	CFD_g_bl	cfd_covariate	3	3	0	0	0	0.0	1.0	0.18736876090762533	0.15995845162142	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFD_g_bl	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.050689742943711515	0.2621218916077395	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-0.5557841025266238	-0.5650748157341774	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-0.8788906191567418	-0.5101433645751972	UP (targets suppressed)	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560	AT5G67030	1.0
miR319	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-1.178284638777263	-0.8478034743132937	UP (targets suppressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310	AT2G31070	1.0
miR393	CFD_g_bl	cfd_covariate	4	4	1	0	1	2.0022944199706316	0.45993500617630423	-0.2734229748621415	0.0600347956672694	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360	AT2G39360	1.0
miR396	CFD_g_bl	cfd_covariate	5	5	1	1	0	1.5016519823788546	0.5370325786766571	0.022138074836642783	0.555780702801814	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680	AT5G53460	1.0
miR397	CFD_g_bl	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.43436784404260037	0.23982752754509	UP (targets suppressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	CFD_g_bl	cfd_covariate	3	3	0	0	0	0.0	1.0	0.1666039812003856	0.165119297957197	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFD_g_bl	cfd_covariate	2	2	1	0	1	6.0074339207048455	0.26509924005404895	-3.8946882901879154	-3.8946882901879154	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	CFD_g_bl	cfd_covariate	4	4	0	0	0	0.0	1.0	0.02194123205111173	0.07140113574048396	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	CFD_g_bl	cfd_covariate	2	2	0	0	0	0.0	1.0	-0.5488694590776401	-0.5488694590776401	UP (targets suppressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFD_g_bl	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.6220664882418735	0.0114591645180002	UP (targets suppressed)	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFD_carbon_12h	cfd_covariate	8	8	0	0	0		1.0	-0.004781993152516713	-0.0051760493278571	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.00029672111410900003	0.0009343315989440999	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFD_carbon_12h	cfd_covariate	3	3	0	0	0		1.0	0.0010086910008944002	0.0010820702845623	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	0.0012056392200312251	0.0018762870427274998	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.001994613458609875	-0.0011064021298180999	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.001994613458609875	-0.0011064021298180999	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFD_carbon_12h	cfd_covariate	3	3	0	0	0		1.0	-0.0022518179901494335	-0.0019343596595034	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	0.004964951496544075	0.0048457410563229	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	0.00113930201032115	-0.00031935929823174997	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.00013895900338603952	-0.0003062970156769789	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.00901515629763145	-0.01112039326247975	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	0.0008888973266923	0.0016416651831307	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	CFD_carbon_12h	cfd_covariate	5	5	0	0	0		1.0	0.0018819024175198262	0.0016232595396098	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	CFD_carbon_12h	cfd_covariate	3	3	0	0	0		1.0	-0.010213949324384033	-0.0049035906433979	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	CFD_carbon_12h	cfd_covariate	3	3	0	0	0		1.0	0.0014223633957980333	0.0013595519255339	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFD_carbon_12h	cfd_covariate	2	2	0	0	0		1.0	0.010379726545879101	0.010379726545879101	UNCHANGED	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	-0.003928753034991275	-0.0045249788291538496	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	CFD_carbon_12h	cfd_covariate	2	2	0	0	0		1.0	-0.0013987181489384	-0.0013987181489384	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFD_carbon_12h	cfd_covariate	4	4	0	0	0		1.0	0.0021930756486540667	0.0002316105218459	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	8	8	0	0	0	0.0	1.0	0.1568565892252776	-0.09436563233598565	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.20163562527984263	-0.0885044949614313	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	3	3	0	0	0	0.0	1.0	0.060137990998090286	0.0555623729099244	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.5063160916046993	0.64607780015825	DOWN (targets de-repressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.28934734765653625	-0.2948362544555455	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.28934734765653625	-0.2948362544555455	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.15655811307773945	-0.0670737502809103	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.30151458216362637	-0.376800971236261	UP (targets suppressed)	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	1	1	0	45.52072072072072	0.02891318454716858	0.9066038306400336	0.2529708460180371	DOWN (targets de-repressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.15665620013456436	0.1674895078908095	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.17996594479585182	0.18972930171040936	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.32521694211292307	0.1751913493205318	DOWN (targets de-repressed)	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	5	5	0	0	0	0.0	1.0	0.28440622619747064	0.511572301972308	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.04556843869955691	0.0178492624015433	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.040580321273625	-0.106188825104098	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	2	2	0	0	0	0.0	1.0	0.747301700317459	0.747301700317459	DOWN (targets de-repressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.08434207025291468	-0.09436563233598565	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	2	2	0	0	0	0.0	1.0	-0.2805856585795381	-0.2805856585795381	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFDmodel_Organ_organ_simpleleaf	cfd_covariate	4	4	0	0	0	0.0	1.0	0.2932784872400623	0.357637706786984	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFDmodel_Organ_organ_simpleroot	cfd_covariate	8	8	0	0	0	0.0	1.0	-0.3001354400524848	-0.2650752354782155	UP (targets suppressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	CFDmodel_Organ_organ_simpleroot	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.3941943923050348	-0.3935898562381555	UP (targets suppressed)	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFDmodel_Organ_organ_simpleroot	cfd_covariate	3	3	0	0	0	0.0	1.0	0.03642100088580147	0.0654781727945542	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Organ_organ_simpleroot	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.015430674725860218	0.1976391453144225	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFDmodel_Organ_organ_simpleroot	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.35580054815000806	-0.324716613411294	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Organ_organ_simpleroot	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.35580054815000806	-0.324716613411294	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Organ_organ_simpleroot	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.37265058975413146	-0.299766146329403	UP (targets suppressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
